grax.currentID,grax.deletedAt,grax.deleteSource,grax.restoredFromRecordID,grax.restoredAt,grax.deletedByActivityID,grax.deletedByUser,grax.restoredByActivityID,grax.restoredByUser,Id,LastModifiedDate,CreatedDate,AccountId,Amount,CloseDate,StageName,Type,Snapshot Date
0068X00001AR2KxQAL,,,,,,,,,0068X00001AR2KxQAL,2023-04-26T16:39:56.000+0000,2022-05-24T15:22:51.000+0000,00146000016irj1AAA,145000,2023-09-30,Evaluating,New Business,04/30/2023
0068X00001AR3yGQAT,,,,,,,,,0068X00001AR3yGQAT,2023-04-24T20:07:39.000+0000,2022-05-25T07:07:36.000+0000,0014600001ZkL9aAAF,108240,2023-07-01,Prospecting,Renewal,04/30/2023
0068X00001ARnTOQA1,,,,,,,,,0068X00001ARnTOQA1,2023-04-25T16:55:35.000+0000,2022-06-13T23:33:21.000+0000,0014o00001j475SAAQ,82500,2023-05-31,Validating,New Business,04/30/2023
0068X00001ARrMKQA1,,,,,,,,,0068X00001ARrMKQA1,2023-04-19T18:16:48.000+0000,2022-06-15T13:06:25.000+0000,0018X00002xJnZBQA0,84000,2023-08-01,Prospecting,Renewal,04/30/2023
0068X00001ASIQzQAP,,,,,,,,,0068X00001ASIQzQAP,2023-04-26T17:22:41.000+0000,2022-06-24T16:23:12.000+0000,0014o00001k6plJAAQ,0,2023-06-01,Prospecting,Renewal,04/30/2023
0068X00001ASV7HQAX,,,,,,,,,0068X00001ASV7HQAX,2023-04-19T18:10:13.000+0000,2022-06-30T14:25:37.000+0000,0014o00001k6r1ZAAQ,180000,2023-07-01,Prospecting,Renewal,04/30/2023
0068X00001DNZWfQAP,,,,,,,,,0068X00001DNZWfQAP,2023-03-30T15:57:05.000+0000,2022-07-18T18:37:36.000+0000,0014600001ey0jEAAQ,182490.88,2023-08-01,Negotiating,Renewal,04/30/2023
0068X00001ECJeMQAX,,,,,,,,,0068X00001ECJeMQAX,2023-02-07T19:22:41.000+0000,2022-08-01T17:25:47.000+0000,0014o00001hd1bNAAQ,145000,2023-08-01,Solutioning,New Business,04/30/2023
0068X00001ECopBQAT,,,,,,,,,0068X00001ECopBQAT,2023-03-24T18:01:14.000+0000,2022-08-15T19:59:59.000+0000,0018X00003CchViQAJ,165000,2023-09-30,Solutioning,New Business,04/30/2023
0068X00001ECpocQAD,,,,,,,,,0068X00001ECpocQAD,2023-04-19T18:23:29.000+0000,2022-08-16T09:03:35.000+0000,0014o00001gJ5ChAAK,139594,2023-07-15,Prospecting,Renewal,04/30/2023
0068X00001ED2wPQAT,,,,,,,,,0068X00001ED2wPQAT,2023-04-25T10:54:20.000+0000,2022-08-22T16:18:51.000+0000,0014600001eyNlEAAU,163999.995,2023-08-01,Prospecting,Renewal,04/30/2023
0068X00001ED3YSQA1,,,,,,,,,0068X00001ED3YSQA1,2023-04-26T18:21:39.000+0000,2022-08-22T21:02:50.000+0000,0014o00001k6mvDAAQ,182000,2023-05-15,Negotiating,New Business,04/30/2023
0068X00001ED4bgQAD,,,,,,,,,0068X00001ED4bgQAD,2023-03-30T15:43:11.000+0000,2022-08-23T12:08:32.000+0000,0014600001dmElIAAU,110700,2023-08-01,Prospecting,Renewal,04/30/2023
0068X00001ED4hgQAD,,,,,,,,,0068X00001ED4hgQAD,2023-04-26T17:41:42.000+0000,2022-08-23T13:08:02.000+0000,0014o00001gJyMuAAK,120000,2023-07-01,Prospecting,Renewal,04/30/2023
0068X00001EDE9qQAH,,,,,,,,,0068X00001EDE9qQAH,2023-03-22T20:48:34.000+0000,2022-08-25T18:49:01.000+0000,0018X00003CcavrQAB,57002,2023-11-01,Solutioning,New Business,04/30/2023
0068X00001EDGhsQAH,,,,,,,,,0068X00001EDGhsQAH,2023-04-14T22:17:48.000+0000,2022-08-26T16:52:39.000+0000,0014o00001k6rJLAAY,110000,2023-07-31,Evaluating,New Business,04/30/2023
0068X00001EDNGxQAP,,,,,,,,,0068X00001EDNGxQAP,2022-08-30T17:37:01.000+0000,2022-08-29T19:56:43.000+0000,0014o00001k6K8mAAE,74999,2023-09-01,Prospecting,Renewal,04/30/2023
0068X00001EDSaLQAX,,,,,,,,,0068X00001EDSaLQAX,2023-04-10T12:15:07.000+0000,2022-08-31T16:33:50.000+0000,0014o00001m5rrVAAQ,40000,2023-09-01,Prospecting,Renewal,04/30/2023
0068X00001EDXqQQAX,,,,,,,,,0068X00001EDXqQQAX,2023-04-26T01:43:36.000+0000,2022-09-02T10:27:49.000+0000,0014600001eyZedAAE,88000,2023-11-01,Prospecting,Renewal,04/30/2023
0068X00001EDYVPQA5,,,,,,,,,0068X00001EDYVPQA5,2023-01-13T19:05:11.000+0000,2022-09-02T14:10:26.000+0000,0014o00001l2fKCAAY,38500,2023-09-01,Prospecting,Renewal,04/30/2023
0068X00001EDZvSQAX,,,,,,,,,0068X00001EDZvSQAX,2022-09-06T17:12:46.000+0000,2022-09-03T00:11:44.000+0000,0018X0000347667QAA,65000,2023-09-01,Prospecting,Renewal,04/30/2023
0068X00001EDisTQAT,,,,,,,,,0068X00001EDisTQAT,2022-09-07T21:09:00.000+0000,2022-09-07T09:53:47.000+0000,0014o00001k8pHsAAI,48000,2023-10-09,Prospecting,Renewal,04/30/2023
0068X00001EDpfwQAD,,,,,,,,,0068X00001EDpfwQAD,2023-04-26T17:46:29.000+0000,2022-09-09T14:40:35.000+0000,0014600001dm6z4AAA,75000,2023-07-15,Prospecting,Renewal,04/30/2023
0068X00001EE70QQAT,,,,,,,,,0068X00001EE70QQAT,2023-01-13T19:05:52.000+0000,2022-09-16T13:51:01.000+0000,0018X000037p47PQAQ,82229.4,2023-09-16,Prospecting,Renewal,04/30/2023
0068X00001EELpaQAH,,,,,,,,,0068X00001EELpaQAH,2023-03-15T19:08:32.000+0000,2022-09-22T10:47:05.000+0000,0014600001ey0jEAAQ,45000,2023-05-01,Prospecting,Add-on,04/30/2023
0068X00001EhHVvQAN,,,,,,,,,0068X00001EhHVvQAN,2023-01-13T19:06:17.000+0000,2022-10-04T00:11:17.000+0000,0014o00001gLEspAAG,270000,2023-10-14,Prospecting,Renewal,04/30/2023
0068X00001EhR6yQAF,,,,,,,,,0068X00001EhR6yQAF,2022-10-17T14:12:41.000+0000,2022-10-07T16:42:25.000+0000,0014o00001hacpTAAQ,60000,2023-11-01,Prospecting,Renewal,04/30/2023
0068X00001EhiftQAB,,,,,,,,,0068X00001EhiftQAB,2023-04-25T12:32:04.000+0000,2022-10-13T13:07:52.000+0000,0014o00001fkEFKAA2,54000,2023-11-12,Prospecting,Renewal,04/30/2023
0068X00001FUTnpQAH,,,,,,,,,0068X00001FUTnpQAH,2022-11-01T13:45:21.000+0000,2022-10-31T16:40:23.000+0000,0014o00001k6oXEAAY,40000,2023-11-10,Prospecting,Renewal,04/30/2023
0068X00001FUTo9QAH,,,,,,,,,0068X00001FUTo9QAH,2023-04-18T14:20:03.000+0000,2022-10-31T16:41:23.000+0000,0014o00001hc9cXAAQ,61750,2024-01-29,Prospecting,Renewal,04/30/2023
0068X00001FUWW0QAP,,,,,,,,,0068X00001FUWW0QAP,2022-11-01T14:21:09.000+0000,2022-11-01T13:29:56.000+0000,0014o00001k6nomAAA,37450,2024-02-20,Prospecting,Renewal,04/30/2023
0068X00001FUcrIQAT,,,,,,,,,0068X00001FUcrIQAT,2023-04-26T01:38:39.000+0000,2022-11-02T12:43:25.000+0000,0014o00001k6pAJAAY,95000,2023-11-01,Prospecting,Renewal,04/30/2023
0068X00001FUcvHQAT,,,,,,,,,0068X00001FUcvHQAT,2022-11-02T21:37:32.000+0000,2022-11-02T13:13:30.000+0000,0014o00001k6qNdAAI,66625,2024-02-01,Prospecting,Renewal,04/30/2023
0068X00001FUdgDQAT,,,,,,,,,0068X00001FUdgDQAT,2022-11-02T21:52:18.000+0000,2022-11-02T14:15:22.000+0000,0014o00001j0oadAAA,84000,2023-11-01,Prospecting,Renewal,04/30/2023
0068X00001FUfysQAD,,,,,,,,,0068X00001FUfysQAD,2023-04-25T13:14:12.000+0000,2022-11-02T15:56:43.000+0000,0014600001ZhCBPAA3,51250,2023-08-15,Prospecting,Renewal,04/30/2023
0068X00001FUgpSQAT,,,,,,,,,0068X00001FUgpSQAT,2022-11-02T22:38:31.000+0000,2022-11-02T21:14:43.000+0000,0014o00001oKoKFAA0,55350,2024-01-01,Prospecting,Renewal,04/30/2023
0068X00001FV39DQAT,,,,,,,,,0068X00001FV39DQAT,2023-04-26T01:36:23.000+0000,2022-11-09T21:49:44.000+0000,0018X000037pP90QAE,105000,2023-12-01,Prospecting,Add-on,04/30/2023
0068X00001FV4H5QAL,,,,,,,,,0068X00001FV4H5QAL,2022-11-10T02:01:52.000+0000,2022-11-10T02:01:50.000+0000,0014600001YZTHDAA5,261375,2023-12-29,Prospecting,Renewal,04/30/2023
0068X00001FVHvMQAX,,,,,,,,,0068X00001FVHvMQAX,2023-04-26T01:37:43.000+0000,2022-11-14T14:00:23.000+0000,0014600001acTn1AAE,110000,2023-11-15,Prospecting,Renewal,04/30/2023
0068X00001FVZSiQAP,,,,,,,,,0068X00001FVZSiQAP,2022-11-21T22:25:42.000+0000,2022-11-17T23:23:05.000+0000,0014600001bTt7EAAS,415800,2023-11-01,Prospecting,Renewal,04/30/2023
0068X00001FVrMoQAL,,,,,,,,,0068X00001FVrMoQAL,2022-11-29T16:42:40.000+0000,2022-11-23T13:52:13.000+0000,0014o00001k6r5nAAA,37500,2023-12-23,Prospecting,Renewal,04/30/2023
0068X00001FW63dQAD,,,,,,,,,0068X00001FW63dQAD,2023-03-04T17:05:27.000+0000,2022-11-28T16:05:10.000+0000,0014o00001fkIAWAA2,96000,2023-12-01,Prospecting,Renewal,04/30/2023
0068X00001FWB3kQAH,,,,,,,,,0068X00001FWB3kQAH,2023-04-28T16:50:54.000+0000,2022-11-29T17:03:20.000+0000,0018X0000349dqBQAQ,108750,2023-12-01,Prospecting,Renewal,04/30/2023
0068X00001FWBFFQA5,,,,,,,,,0068X00001FWBFFQA5,2023-03-04T17:10:06.000+0000,2022-11-29T17:44:07.000+0000,0014o00001fksD0AAI,88600,2023-11-30,Prospecting,Renewal,04/30/2023
0068X00001FWReoQAH,,,,,,,,,0068X00001FWReoQAH,2022-12-07T20:37:02.000+0000,2022-12-04T14:56:20.000+0000,0014o00001gLztyAAC,52500,2023-12-01,Prospecting,Renewal,04/30/2023
0068X00001FWYApQAP,,,,,,,,,0068X00001FWYApQAP,2023-04-19T18:03:51.000+0000,2022-12-06T16:38:44.000+0000,0018X000039SBFZQA4,35000,2023-05-09,Prospecting,New Business,04/30/2023
0068X00001FWYB4QAP,,,,,,,,,0068X00001FWYB4QAP,2023-04-25T20:06:41.000+0000,2022-12-06T16:41:45.000+0000,0014o00001oLWeiAAG,110000,2023-10-31,Evaluating,New Business,04/30/2023
0068X00001FWmezQAD,,,,,,,,,0068X00001FWmezQAD,2023-04-28T13:13:24.000+0000,2022-12-09T19:52:44.000+0000,0018X00003Cca6qQAB,64500,2023-05-01,Prospecting,Renewal,04/30/2023
0068X00001FWyiOQAT,,,,,,,,,0068X00001FWyiOQAT,2023-01-16T16:16:26.000+0000,2022-12-13T13:37:03.000+0000,0014o00001k75SAAAY,72000,2023-10-01,Prospecting,Renewal,04/30/2023
0068X00001FX54RQAT,,,,,,,,,0068X00001FX54RQAT,2023-02-23T16:10:55.000+0000,2022-12-14T02:38:52.000+0000,0014o00001ld4BjAAI,248000,2023-09-30,Validating,New Business,04/30/2023
0068X00001GHV2tQAH,,,,,,,,,0068X00001GHV2tQAH,2023-02-27T17:40:00.000+0000,2022-12-16T17:08:29.000+0000,0014o00001k6uwfAAA,82500,2024-01-01,Prospecting,Renewal,04/30/2023
0068X00001GHhPPQA1,,,,,,,,,0068X00001GHhPPQA1,2023-04-19T18:20:45.000+0000,2022-12-20T16:16:19.000+0000,0014o00001k6o9HAAQ,165000,2023-05-31,Validating,New Business,04/30/2023
0068X00001GIQX4QAP,,,,,,,,,0068X00001GIQX4QAP,2023-01-04T17:30:08.000+0000,2023-01-03T14:38:23.000+0000,0014600001exvfoAAA,84000,2024-02-01,Prospecting,Renewal,04/30/2023
0068X00001GIvoaQAD,,,,,,,,,0068X00001GIvoaQAD,2023-01-13T19:07:13.000+0000,2023-01-09T16:17:17.000+0000,0014o00001k6qW1AAI,78782.22,2024-01-06,Prospecting,Renewal,04/30/2023
0068X00001GJ6jVQAT,,,,,,,,,0068X00001GJ6jVQAT,2023-01-13T21:05:12.000+0000,2023-01-11T20:24:04.000+0000,0014o00001k6qCfAAI,26740,2024-02-01,Prospecting,Renewal,04/30/2023
0068X00001GJv1aQAD,,,,,,,,,0068X00001GJv1aQAD,2023-01-24T17:52:25.000+0000,2023-01-23T21:32:58.000+0000,0014o00001gIkYhAAK,125000,2024-04-01,Prospecting,Renewal,04/30/2023
0068X00001GJzchQAD,,,,,,,,,0068X00001GJzchQAD,2023-01-25T15:59:10.000+0000,2023-01-24T19:22:48.000+0000,0014600001aHXeXAAW,25000,2024-01-01,Prospecting,Renewal,04/30/2023
0068X00001GK9ywQAD,,,,,,,,,0068X00001GK9ywQAD,2023-01-26T17:48:10.000+0000,2023-01-26T17:48:09.000+0000,0014600001ZfPccAAF,,2023-07-31,Prospecting,New Business,04/30/2023
0068X00001GKLv1QAH,,,,,,,,,0068X00001GKLv1QAH,2023-01-30T13:55:01.000+0000,2023-01-30T13:55:00.000+0000,0014o00001fje2vAAA,75000,2024-02-01,Prospecting,Renewal,04/30/2023
0068X00001GKNgyQAH,,,,,,,,,0068X00001GKNgyQAH,2023-01-31T19:50:49.000+0000,2023-01-30T17:48:35.000+0000,0014o00001fjVwhAAE,38000,2024-01-31,Prospecting,Renewal,04/30/2023
0068X00001GKWycQAH,,,,,,,,,0068X00001GKWycQAH,2023-02-02T15:59:51.000+0000,2023-02-01T15:15:09.000+0000,0014o00001fjtG0AAI,20075,2023-10-31,Prospecting,Renewal,04/30/2023
0068X00001GKXYCQA5,,,,,,,,,0068X00001GKXYCQA5,2023-02-01T17:09:07.000+0000,2023-02-01T17:09:06.000+0000,0014600001eJTioAAG,75750,2024-02-01,Prospecting,Renewal,04/30/2023
0068X00001GKvAPQA1,,,,,,,,,0068X00001GKvAPQA1,2023-02-07T16:20:24.000+0000,2023-02-07T16:12:50.000+0000,0018X00003AnDMuQAN,,2023-05-08,Prospecting,New Business,04/30/2023
0068X00001GL7AfQAL,,,,,,,,,0068X00001GL7AfQAL,2023-02-10T14:05:25.000+0000,2023-02-10T14:02:38.000+0000,0014o00001k6pAJAAY,,2023-06-30,Prospecting,Add-on,04/30/2023
0068X00001GL8JyQAL,,,,,,,,,0068X00001GL8JyQAL,2023-04-26T01:49:18.000+0000,2023-02-10T18:46:05.000+0000,0014600001eyNlEAAU,,2023-07-31,Prospecting,Add-on,04/30/2023
0068X00001GLMDUQA5,,,,,,,,,0068X00001GLMDUQA5,2023-03-22T20:48:12.000+0000,2023-02-14T14:12:12.000+0000,0018X00003CcayHQAR,,2023-05-31,Prospecting,New Business,04/30/2023
0068X00001HAydpQAD,,,,,,,,,0068X00001HAydpQAD,2023-02-27T18:14:15.000+0000,2023-02-27T11:36:02.000+0000,0014o00001iVjw7AAC,150000,2024-01-31,Prospecting,Renewal,04/30/2023
0068X00001HB0MkQAL,,,,,,,,,0068X00001HB0MkQAL,2023-02-27T16:59:39.000+0000,2023-02-27T16:59:13.000+0000,0014600000ix4C9AAI,,2023-07-01,Prospecting,New Business,04/30/2023
0068X00001HB8YEQA1,,,,,,,,,0068X00001HB8YEQA1,2023-03-01T10:43:22.000+0000,2023-03-01T10:43:20.000+0000,0014o00001gMVOEAA4,52010,2024-03-01,Prospecting,Renewal,04/30/2023
0068X00001HBD5WQAX,,,,,,,,,0068X00001HBD5WQAX,2023-04-26T01:41:27.000+0000,2023-03-02T11:33:05.000+0000,0014600001KqwfGAAR,319800,2024-03-15,Prospecting,Renewal,04/30/2023
0068X00001HBIzGQAX,,,,,,,,,0068X00001HBIzGQAX,2023-03-23T14:11:18.000+0000,2023-03-03T18:07:39.000+0000,0014o00001k6spqAAA,35002,2023-07-01,Proposal,New Business,04/30/2023
0068X00001HBWvqQAH,,,,,,,,,0068X00001HBWvqQAH,2023-03-23T14:11:58.000+0000,2023-03-07T21:32:49.000+0000,0018X00003Cagn9QAB,71500,2023-07-31,Prospecting,New Business,04/30/2023
0068X00001HBc3CQAT,,,,,,,,,0068X00001HBc3CQAT,2023-03-08T23:29:46.000+0000,2023-03-08T23:21:02.000+0000,0018X00003CanAXQAZ,110000,2023-06-30,Qualifying,New Business,04/30/2023
0068X00001HBshNQAT,,,,,,,,,0068X00001HBshNQAT,2023-03-13T15:14:18.000+0000,2023-03-13T15:04:34.000+0000,0014o00001k6pgRAAQ,,2023-08-31,Prospecting,New Business,04/30/2023
0068X00001HBsjnQAD,,,,,,,,,0068X00001HBsjnQAD,2023-03-20T17:33:49.000+0000,2023-03-13T15:10:54.000+0000,0018X00003Cb6k7QAB,,2023-06-11,Prospecting,New Business,04/30/2023
0068X00001HBsl0QAD,,,,,,,,,0068X00001HBsl0QAD,2023-03-13T15:16:09.000+0000,2023-03-13T15:15:32.000+0000,0018X00003Cb6m3QAB,,2023-08-31,Prospecting,New Business,04/30/2023
0068X00001HCPdnQAH,,,,,,,,,0068X00001HCPdnQAH,2023-03-22T20:38:22.000+0000,2023-03-21T14:22:45.000+0000,0018X00003CcZkIQAV,70000,2024-05-01,Prospecting,Renewal,04/30/2023
0068X00001HCQWdQAP,,,,,,,,,0068X00001HCQWdQAP,2023-04-27T19:06:32.000+0000,2023-03-21T17:16:05.000+0000,0014o00001k6rEvAAI,110000,2023-08-31,Evaluating,New Business,04/30/2023
0068X00001HCQgDQAX,,,,,,,,,0068X00001HCQgDQAX,2023-03-21T23:03:00.000+0000,2023-03-21T17:54:33.000+0000,0014600000ixn7SAAQ,,2023-07-01,Prospecting,New Business,04/30/2023
0068X00001HCS8vQAH,,,,,,,,,0068X00001HCS8vQAH,2023-03-21T23:31:31.000+0000,2023-03-21T23:31:30.000+0000,0014o00001gIkYhAAK,,2023-08-01,Prospecting,New Business,04/30/2023
0068X00001HCekcQAD,,,,,,,,,0068X00001HCekcQAD,2023-03-24T17:39:39.000+0000,2023-03-24T15:54:32.000+0000,0018X00003CZyNUQA1,12000,2024-04-28,Prospecting,Renewal,04/30/2023
0068X00001HCp7JQAT,,,,,,,,,0068X00001HCp7JQAT,2023-03-28T16:56:36.000+0000,2023-03-27T13:49:53.000+0000,0014o00001k6s19AAA,55000,2023-10-31,Qualifying,New Business,04/30/2023
0068X00001HCtkMQAT,,,,,,,,,0068X00001HCtkMQAT,2023-04-03T20:24:20.000+0000,2023-03-28T14:00:29.000+0000,0014600001YXLXyAAP,,2023-06-30,Prospecting,New Business,04/30/2023
0068X00001HD33rQAD,,,,,,,,,0068X00001HD33rQAD,2023-03-30T14:16:17.000+0000,2023-03-30T14:16:13.000+0000,0014o00001k6nIlAAI,,2023-06-28,Prospecting,New Business,04/30/2023
0068X00001HD3B8QAL,,,,,,,,,0068X00001HD3B8QAL,2023-03-30T14:34:48.000+0000,2023-03-30T14:34:48.000+0000,0014o00001k6mBtAAI,,2023-06-28,Prospecting,New Business,04/30/2023
0068X00001HDGz9QAH,,,,,,,,,0068X00001HDGz9QAH,2023-04-03T14:51:06.000+0000,2023-04-03T14:20:42.000+0000,0014o00001k6mafAAA,100000,2025-06-06,Prospecting,Renewal,04/30/2023
0068X00001HDXfTQAX,,,,,,,,,0068X00001HDXfTQAX,2023-04-06T23:43:32.000+0000,2023-04-06T23:43:31.000+0000,0014600000ix4C9AAI,,2023-07-05,Prospecting,New Business,04/30/2023
0068X00001HDd03QAD,,,,,,,,,0068X00001HDd03QAD,2023-04-12T21:09:14.000+0000,2023-04-08T13:52:52.000+0000,00146000016ioJXAAY,50000,2024-04-01,Prospecting,Renewal,04/30/2023
0068X00001HDis3QAD,,,,,,,,,0068X00001HDis3QAD,2023-04-26T01:57:18.000+0000,2023-04-10T15:01:42.000+0000,0014600001ZkL9aAAF,,2023-11-01,Prospecting,Add-on,04/30/2023
0068X00001HDivyQAD,,,,,,,,,0068X00001HDivyQAD,2023-04-25T21:16:26.000+0000,2023-04-10T15:10:28.000+0000,0014o00001fjk20AAA,110000,2023-11-30,Prospecting,New Business,04/30/2023
0068X00001HDpABQA1,,,,,,,,,0068X00001HDpABQA1,2023-04-19T15:41:26.000+0000,2023-04-11T18:32:23.000+0000,0014o00001lcKi4AAE,110000,2023-10-31,Solutioning,New Business,04/30/2023
0068X00001HDvWnQAL,,,,,,,,,0068X00001HDvWnQAL,2023-04-12T23:15:59.000+0000,2023-04-12T23:15:40.000+0000,0014o00001k6rx1AAA,,2023-08-01,Prospecting,New Business,04/30/2023
0068X00001HDxfCQAT,,,,,,,,,0068X00001HDxfCQAT,2023-04-14T20:06:16.000+0000,2023-04-13T12:29:28.000+0000,0014o00001l2ZglAAE,59000,2024-04-30,Prospecting,Renewal,04/30/2023
0068X00001IBDrsQAH,,,,,,,,,0068X00001IBDrsQAH,2023-04-25T13:47:01.000+0000,2023-04-20T10:58:28.000+0000,0014o00001hcAYqAAM,61740,2024-07-31,Prospecting,Renewal,04/30/2023
0068X00001IBJEnQAP,,,,,,,,,0068X00001IBJEnQAP,2023-04-28T17:22:09.000+0000,2023-04-21T13:58:32.000+0000,0014o00001k5vJBAAY,25000,2023-07-01,Prospecting,Add-on,04/30/2023
0068X00001IBJXkQAP,,,,,,,,,0068X00001IBJXkQAP,2023-04-28T17:08:46.000+0000,2023-04-21T14:44:54.000+0000,0014o00001gJyMuAAK,25000,2023-07-01,Prospecting,Add-on,04/30/2023
0068X00001IBKxLQAX,,,,,,,,,0068X00001IBKxLQAX,2023-04-25T20:12:37.000+0000,2023-04-21T22:20:59.000+0000,0014600001dmEnsAAE,195000,2023-12-31,Solutioning,New Business,04/30/2023
0068X00001IBTkJQAX,,,,,,,,,0068X00001IBTkJQAX,2023-04-26T15:11:32.000+0000,2023-04-24T15:42:30.000+0000,0014600001eyZedAAE,25000,2023-06-30,Prospecting,Add-on,04/30/2023
0068X00001IBUzaQAH,,,,,,,,,0068X00001IBUzaQAH,2023-04-25T21:17:40.000+0000,2023-04-24T20:29:58.000+0000,0018X00003FMxYpQAL,35000,2023-12-31,Solutioning,New Business,04/30/2023
0068X00001IBaFpQAL,,,,,,,,,0068X00001IBaFpQAL,2023-04-28T17:20:44.000+0000,2023-04-25T15:32:30.000+0000,0014o00001k75SAAAY,25000,2023-09-30,Qualifying,Add-on,04/30/2023
0068X00001IBafmQAD,,,,,,,,,0068X00001IBafmQAD,2023-04-28T17:11:54.000+0000,2023-04-25T17:07:53.000+0000,0014o00001oKoKFAA0,11070,2023-08-31,Prospecting,Add-on,04/30/2023
0068X00001IBailQAD,,,,,,,,,0068X00001IBailQAD,2023-04-28T17:24:23.000+0000,2023-04-25T17:18:27.000+0000,00146000016ioJXAAY,10000,2023-08-31,Prospecting,Add-on,04/30/2023
0068X00001IBattQAD,,,,,,,,,0068X00001IBattQAD,2023-04-28T17:03:05.000+0000,2023-04-25T17:51:17.000+0000,0018X00003CcZkIQAV,25000,2023-08-31,Prospecting,Add-on,04/30/2023
0068X00001IBauXQAT,,,,,,,,,0068X00001IBauXQAT,2023-04-28T17:03:52.000+0000,2023-04-25T17:55:35.000+0000,0018X00003CcaM6QAJ,25000,2023-08-31,Prospecting,Add-on,04/30/2023
